date,mean
2025-10-28,1.54
2025-10-29,2.01
2025-10-30,1.74
2025-10-31,2.05
2025-11-01,1.71
2025-11-02,2.42
2025-11-03,2.13
2025-11-04,2.22
2025-11-05,2.54
2025-11-06,2.02
2025-11-07,2.02
2025-11-08,2.1
2025-11-09,1.67
2025-11-10,1.39
2025-11-11,1.59
2025-11-12,1.82
2025-11-13,1.82
2025-11-14,1.63
2025-11-15,1.23
2025-11-16,1.23
2025-11-17,1.91
2025-11-18,1.7
2025-11-19,1.52
2025-11-20,1.75
2025-11-21,2.08
2025-11-22,2.46
2025-11-23,1.71
2025-11-24,1.23
2025-11-25,2.08
2025-11-26,1.85
2025-11-27,2.02
2025-11-28,1.55
2025-11-29,1.07
2025-11-30,1.77
2025-12-01,1.44
2025-12-02,1.44
2025-12-03,1.46
2025-12-04,1.15
2025-12-05,0.91
2025-12-06,0.91
2025-12-07,1.04
2025-12-08,1.16
2025-12-09,1.1
2025-12-10,1.11
2025-12-11,0.95
2025-12-12,0.75
2025-12-13,2.05
2025-12-14,1.6
2025-12-15,0.86
