date,mean
2025-10-28,1.44
2025-10-29,2.25
2025-10-30,2.05
2025-10-31,2.29
2025-11-01,1.64
2025-11-02,2.99
2025-11-03,2.44
2025-11-04,2.1
2025-11-05,3.12
2025-11-06,2.24
2025-11-07,2.24
2025-11-08,2.57
2025-11-09,2.23
2025-11-10,2.22
2025-11-11,1.83
2025-11-12,1.97
2025-11-13,1.97
2025-11-14,1.48
2025-11-15,1.2
2025-11-16,1.2
2025-11-17,2.12
2025-11-18,2.21
2025-11-19,1.98
2025-11-20,2.19
2025-11-21,2.62
2025-11-22,2.63
2025-11-23,2.11
2025-11-24,1.44
2025-11-25,2.41
2025-11-26,2.11
2025-11-27,2.28
2025-11-28,2.11
2025-11-29,1.36
2025-11-30,1.72
2025-12-01,1.58
2025-12-02,1.58
2025-12-03,1.94
2025-12-04,1.33
2025-12-05,1.26
2025-12-06,1.07
2025-12-07,1.18
2025-12-08,1.29
2025-12-09,0.94
2025-12-10,0.84
2025-12-11,0.93
2025-12-12,0.74
2025-12-13,1.69
2025-12-14,1.78
2025-12-15,0.9
2025-12-16,1.63
2025-12-17,1.44
2025-12-18,0.94
2025-12-19,1
2025-12-20,1.35
2025-12-21,0.97
2025-12-22,1.21
2025-12-23,1.02
2025-12-24,1.24
2025-12-25,1.32
2025-12-26,1.32
2025-12-27,0.81
2025-12-28,0.85
2025-12-29,1.11
2025-12-30,0.92
2025-12-31,0.98
2026-01-01,0.91
2026-01-02,1.6
2026-01-03,1.2
2026-01-04,1.57
2026-01-05,1.96
2026-01-06,2.18
2026-01-07,0.81
2026-01-08,1.02
2026-01-09,1.2
2026-01-10,1.2
2026-01-11,1.2
2026-01-12,1.15
2026-01-13,1.56
2026-01-14,1.42
2026-01-15,0.99
2026-01-16,0.95
2026-01-17,1.16
2026-01-18,1.53
2026-01-19,1.74
2026-01-20,1.45
2026-01-21,1.09
2026-01-22,1.4
2026-01-23,1.66
2026-01-24,1.57
2026-01-25,1.59
2026-01-26,1.54
2026-01-27,1.99
2026-01-28,1.47
2026-01-29,0.69
2026-01-30,1.12
2026-01-31,1.65
2026-02-01,0.86
