date,minimum,maximum,range,mean,std
2025-05-05,5.40458774567,9.80922412872,4.40463638306,6.76874995074,1.03235574955
2025-05-06,4.40549850464,9.34532642365,4.93982791901,5.91132243422,1.14088405033
2025-05-07,3.81060910225,9.11992073059,5.30931162834,5.77458252338,1.22576136358
2025-05-08,4.60599565506,8.31254005432,3.70654439926,5.95189291594,0.876819036336
2025-05-09,3.60886144638,7.99915075302,4.39028930664,5.40967133898,1.08208436805
2025-05-10,2.00928497314,6.33546066284,4.3261756897,3.76513546982,1.04133703988
2025-05-11,1.60479855537,4.88495779037,3.280159235,2.72266739054,0.769044758822
2025-05-12,2.20422029495,5.37485313416,3.1706328392,3.21384133645,0.741194332787
2025-05-13,3.90553998947,6.97702026367,3.0714802742,5.0916233197,0.746952521981
2025-05-14,2.90530228615,5.5738992691,2.66859698296,3.91826670296,0.628774660894
2025-05-15,3.70481133461,5.84515571594,2.14034438133,4.67485926246,0.552235276045
2025-05-16,6.50832653046,9.56203269958,3.05370616913,7.89160792875,0.765525234909
2025-05-17,9.10176277161,11.7131977081,2.61143493652,10.044107295,0.694816143461
2025-05-18,5.30789279938,10.0111303329,4.70323753357,7.04450520932,1.11897285866
2025-05-19,3.80836367607,8.61324691772,4.80488324165,5.65534558675,1.16113700778
2025-05-20,5.70482587814,9.14772987366,3.44290399551,6.88887475816,0.806296458922
2025-05-22,8.70595836639,10.6198368073,1.91387844086,9.62601823365,0.472078935227
2025-05-23,6.50855970383,10.7651166916,4.25655698776,8.1025179143,1.00214308667
2025-05-24,8.98126602173,11.5459327698,2.56466674805,10.0551604498,0.485391760996
2025-05-25,10.2497606277,12.7955818176,2.54582118988,11.9659489385,0.561083969823
2025-05-26,10.4338712692,11.6985340118,1.26466274261,11.2956216951,0.292421068489
2025-05-27,11.6572732925,12.6250333786,0.96776008606,12.0252998112,0.232819145086
2025-05-28,12.701210022,14.5952196121,1.89400959015,13.2392975258,0.433740292822
2025-05-29,15.9801521301,18.0463314056,2.06617927551,17.0678799105,0.394858119037
2025-05-30,16.5265007019,18.2030563354,1.67655563354,17.2780371912,0.248689025423
2025-05-31,16.9090232849,18.1997776031,1.29075431824,17.5313990574,0.182598939591
2025-06-01,13.4658346176,14.9702720642,1.50443744659,14.5797667882,0.316632804403
2025-06-02,11.5025634766,12.3008337021,0.798270225525,11.7686524928,0.126486271705
2025-06-03,7.20663070679,9.98149776459,2.7748670578,8.43629353725,0.701099456611
2025-06-04,7.50207853317,9.42047119141,1.91839265823,8.02218921453,0.446096068917
2025-06-05,7.90448331833,9.75522422791,1.85074090958,8.67683665958,0.440705776038
2025-06-06,9.900847435,10.1143779755,0.213530540466,10.0142740888,0.0572812136153
2025-06-07,10.401049614,10.6149768829,0.213927268982,10.4994228028,0.0573103643311
2025-06-08,11.7755117416,13.8972425461,2.12173080444,13.2341176027,0.477676710058
2025-06-09,16.6600761414,18.3138751984,1.65379905701,17.4748152171,0.379225094866
2025-06-10,15.6230316162,16.3227653503,0.699733734131,15.8957013168,0.123184074787
2025-06-11,9.50670623779,12.402302742,2.89559650421,10.7333846408,0.72186269859
2025-06-12,7.40717983246,12.7573394775,5.35015964508,9.21109341312,1.27172045669
2025-06-13,10.2033891678,13.2582826614,3.05489349365,11.2002858705,0.71770695012
2025-06-14,9.80553531647,11.5603485107,1.75481319427,10.5185523444,0.34850742157
2025-06-15,10.1052131653,12.1882362366,2.08302307129,10.697405133,0.377098260225
2025-06-16,14.9364080429,17.5207138062,2.58430576324,15.7992919739,0.514535378358
2025-06-17,17.0032482147,19.4212341309,2.41798591614,17.9806755963,0.620934637157
2025-06-18,18.3790931702,19.6210670471,1.24197387695,19.0429166137,0.177962263195
2025-06-19,18.0222682953,19.9970550537,1.97478675842,19.4579667287,0.43528723474
2025-06-20,15.7720603943,18.2992897034,2.52722930908,17.633707356,0.581058488589
2025-06-21,14.037352562,15.6858558655,1.64850330353,15.076409261,0.346307216962
2025-06-22,13.2850646973,13.8913536072,0.606288909912,13.6828712628,0.0922944041754
2025-06-23,11.0092782974,14.4964847565,3.48720645905,12.6659431331,0.918584331742
2025-06-24,11.5057792664,14.2752399445,2.7694606781,12.697663023,0.710051888667
2025-06-25,9.60719299316,12.8100223541,3.20282936096,11.0056934609,0.815674404784
2025-06-26,12.3214015961,12.6995534897,0.378151893616,12.5437456409,0.0991150341593
2025-06-27,14.8221902847,15.7062273026,0.884037017822,15.1513894978,0.181138855279
2025-06-28,18.5113143921,20.0324802399,1.52116584778,19.3764894624,0.26619614674
2025-06-29,11.0139122009,19.1339321136,8.12001991272,14.6171156397,2.21183689054
2025-06-30,18.4249038696,20.7022209167,2.27731704712,19.2727187138,0.600792248971
2025-07-01,16.8408737183,18.6786251068,1.83775138855,18.1176368006,0.386257798917
2025-07-02,15.8452692032,20.2948741913,4.4496049881,18.945540264,1.03607861772
2025-07-03,18.2308540344,18.7683544159,0.53750038147,18.5379377769,0.102579199569
2025-07-04,15.807179451,19.4693660736,3.66218662262,17.2960689178,0.910121042374
2025-07-05,17.9013786316,18.7928123474,0.89143371582,18.2524175833,0.229926856551
2025-07-06,16.8728637695,17.8840675354,1.01120376587,17.5381886375,0.185440597748
2025-07-07,14.4074363708,16.9602680206,2.55283164978,15.4579589825,0.531095854718
2025-07-08,13.108291626,17.2734584808,4.16516685486,14.4576622413,0.921276374732
