date,minimum,maximum,range,mean,std
2025-05-05,8.35456085205,8.84846305847,0.493902206421,8.54248829963,0.100464031321
2025-05-06,7.0701379776,8.01031303406,0.940175056458,7.47837220615,0.239379247641
2025-05-07,5.63715028763,6.82513904572,1.18798875809,6.09222229266,0.257854321715
2025-05-08,7.71823549271,8.63979530334,0.921559810638,8.04812166724,0.253480454029
2025-05-09,7.8460059166,8.61473464966,0.768728733063,8.23154296338,0.219221847896
2025-05-10,5.08053874969,7.02995014191,1.94941139221,5.93507272089,0.520883419481
2025-05-11,3.10342717171,4.0517115593,0.948284387589,3.53888473628,0.250788069474
2025-05-12,3.79744076729,4.50652599335,0.709085226059,4.05173726821,0.181602751137
2025-05-13,6.78295898438,7.93882751465,1.15586853027,7.26348966444,0.289639262309
2025-05-14,4.90870428085,6.34447193146,1.4357676506,5.51381285594,0.353704023912
2025-05-15,6.41437530518,7.35777807236,0.943402767181,6.74059556739,0.21583819541
2025-05-16,8.38445281982,9.13804912567,0.753596305847,8.87281712008,0.163530843807
2025-05-17,8.97679615021,11.1141691208,2.13737297058,10.165463733,0.510543804186
2025-05-18,9.06502056122,10.0236110687,0.958590507507,9.5136841418,0.26541363816
2025-05-19,7.87718725204,8.8095035553,0.932316303253,8.27360446017,0.214412714825
2025-05-20,7.45535373688,8.1031961441,0.647842407227,7.84331219465,0.152236698581
2025-05-22,10.0856246948,11.2430620193,1.15743732452,10.7475699102,0.268708863222
2025-05-23,8.14511680603,9.64918041229,1.50406360626,8.87582586853,0.287867449025
2025-05-24,9.53602695465,10.6599626541,1.12393569946,10.1386444434,0.236456964694
2025-05-25,9.94927883148,12.1269598007,2.17768096924,11.150707621,0.589515415728
2025-05-26,10.6104288101,11.5072412491,0.896812438965,11.0238207226,0.234124930933
2025-05-27,10.3584222794,13.2566232681,2.89820098877,12.0074145391,0.741526621821
2025-05-28,13.0321588516,16.3120193481,3.27986049652,14.621878896,0.86329712358
2025-05-29,14.5045394897,19.4785366058,4.97399711609,16.8858485726,1.3083515315
2025-05-30,16.2785930634,19.7195472717,3.44095420837,18.0979110758,0.919214142011
2025-05-31,15.5180110931,19.0901069641,3.57209587097,17.2778810817,0.948265957859
2025-06-01,13.9122037888,14.4680690765,0.555865287781,14.1940395899,0.0929052576639
2025-06-02,11.9310064316,12.240032196,0.309025764465,12.0485459146,0.0753426685776
2025-06-03,9.71844959259,11.5461139679,1.82766437531,10.6044536409,0.517513441029
2025-06-04,8.40002441406,9.01836585999,0.618341445923,8.72554324043,0.132299906918
2025-06-05,8.03061103821,8.68953132629,0.658920288086,8.36613321304,0.143848008716
2025-06-06,9.69387340546,10.3351297379,0.641256332397,10.1293094628,0.135616503382
2025-06-07,10.0497465134,10.3445014954,0.294754981995,10.2069620012,0.0806686774103
2025-06-08,10.3574695587,12.9553871155,2.59791755676,11.7820622988,0.68346206383
2025-06-09,14.9273843765,18.6110744476,3.68369007111,16.7849151685,0.979494135596
2025-06-10,15.4950561523,17.1120357513,1.616979599,16.1510187337,0.329741622916
2025-06-11,12.91289711,14.4492273331,1.53633022308,13.5923825956,0.419508749477
2025-06-12,11.8857355118,13.2419042587,1.35616874695,12.3955002503,0.324173712469
2025-06-13,11.7411966324,12.4617109299,0.720514297485,12.0885251341,0.141403975197
2025-06-14,10.1157579422,11.3727998734,1.25704193115,10.630591453,0.255584379725
2025-06-15,10.2355518341,11.1963586807,0.960806846619,10.6798498228,0.264481846909
2025-06-16,13.081246376,14.3674726486,1.28622627258,13.4988881501,0.300809975287
2025-06-17,17.6921253204,20.4527378082,2.76061248779,19.2144824149,0.771991484098
2025-06-18,18.4998054504,19.9923019409,1.49249649048,19.282321218,0.408172413509
2025-06-19,19.0348548889,19.9343128204,0.899457931519,19.6439211738,0.22601004951
2025-06-20,16.7225532532,17.9984092712,1.27585601807,17.2183216189,0.269194613183
2025-06-21,14.5534448624,15.3158349991,0.762390136719,14.7781455685,0.149524862606
2025-06-22,12.8143320084,13.4858837128,0.671551704407,13.0792207349,0.152018706131
2025-06-23,14.3814945221,15.8289871216,1.44749259949,15.0651313688,0.35856635439
2025-06-24,14.7085380554,14.9529285431,0.244390487671,14.7892597729,0.0419661325562
2025-06-25,12.7401285172,13.9802713394,1.24014282227,13.2710184614,0.276987495378
2025-06-26,12.4467535019,12.8977870941,0.451033592224,12.6502559387,0.100443766715
2025-06-27,15.0871887207,16.5546550751,1.46746635437,15.7794479216,0.398253215662
2025-06-28,17.8569030762,21.2022151947,3.34531211853,19.4998462704,0.880728225792
2025-06-29,19.0421886444,20.3067531586,1.26456451416,19.8351933923,0.340550037351
2025-06-30,18.2654304504,22.0164985657,3.75106811523,20.0610555864,1.01740656833
2025-07-01,17.9082832336,19.3275871277,1.41930389404,18.7236322954,0.357434619121
2025-07-02,16.9108314514,17.7698516846,0.859020233154,17.4138392193,0.223423673471
2025-07-03,17.5255031586,18.6961269379,1.1706237793,18.0171217045,0.320646390396
2025-07-04,18.5073738098,20.010351181,1.50297737122,19.0751246667,0.367486524407
2025-07-05,19.1477661133,19.6491565704,0.501390457153,19.4742742122,0.0922620405682
2025-07-06,18.4609870911,18.86759758,0.406610488892,18.6654216605,0.0772267758255
2025-07-07,16.6500720978,17.1751289368,0.525056838989,16.9089118326,0.120958568611
2025-07-08,13.747010231,15.2905015945,1.54349136353,14.3437032431,0.353120826642
2025-07-09,17.2762489319,17.9608421326,0.684593200684,17.4964608877,0.148017130171
2025-07-10,14.2263202667,15.7668972015,1.54057693481,14.8672625448,0.39681315874
2025-07-11,13.1214485168,15.1011734009,1.97972488403,13.8489868003,0.481362441531
2025-07-12,12.499994278,13.6533670425,1.15337276459,12.995723993,0.291987974411
2025-07-13,11.8778562546,12.6982889175,0.820432662964,12.2278896453,0.19207312197
2025-07-14,13.3472766876,13.8820095062,0.534732818604,13.698029723,0.123816425346
2025-07-15,14.7234668732,15.7518358231,1.02836894989,15.2837712463,0.281121735364
2025-07-16,16.8223648071,18.2697029114,1.44733810425,17.5078059989,0.322040811804
2025-07-17,12.7893457413,14.4305505753,1.64120483398,13.5209385912,0.368584616691
2025-07-18,10.3314847946,13.1291723251,2.79768753052,11.6286005437,0.754924445073
2025-07-19,11.3915348053,13.2003984451,1.80886363983,12.250533433,0.517537072455
2025-07-20,11.115447998,12.7140302658,1.59858226776,11.9456593386,0.428757835922
2025-07-21,8.37060451508,8.954454422,0.583849906921,8.7579573141,0.122957946163
2025-07-22,10.5166301727,11.5701999664,1.0535697937,11.1201651298,0.249594213226
2025-07-23,11.6536540985,13.5214862823,1.86783218384,12.566256644,0.480383859397
2025-07-24,13.5868015289,13.9398069382,0.353005409241,13.736715263,0.0797783696885
2025-07-25,12.4968109131,14.0329370499,1.53612613678,13.0780417751,0.355947259317
2025-07-26,14.6210851669,15.8702363968,1.24915122986,15.2662201801,0.321176981954
2025-07-27,15.5374183655,18.4269008636,2.88948249817,17.1617710926,0.77001988803
2025-07-28,16.3500556946,17.3782215118,1.02816581726,16.8180703848,0.267292183678
2025-07-29,13.7681007385,14.9831638336,1.21506309509,14.1720447507,0.247709414337
2025-07-30,15.3534917831,16.9119567871,1.55846500397,15.7580565164,0.318043347346
2025-07-31,16.5811386108,17.1950016022,0.613862991333,16.8108137225,0.112352943312
2025-08-01,17.023311615,17.8020343781,0.778722763062,17.3755029087,0.14044265614
2025-08-03,18.3262367249,18.9692935944,0.643056869507,18.6976792309,0.131689003008
2025-08-04,19.9338970184,21.3666419983,1.43274497986,20.6564075174,0.38524032179
2025-08-05,19.6261043549,22.1138000488,2.48769569397,20.8863323373,0.682915581932
2025-08-06,18.0990219116,19.1123523712,1.01333045959,18.4921974397,0.186981845086
2025-08-07,17.2542266846,19.2436065674,1.98937988281,18.3490225564,0.535994238167
2025-08-08,17.7739868164,19.614900589,1.84091377258,18.7211368453,0.501603963288
2025-08-09,19.0186481476,20.3546543121,1.33600616455,19.7770236109,0.367563353058
2025-08-10,20.2865619659,21.3255386353,1.03897666931,20.8172778009,0.251133782915
2025-08-11,17.4163894653,20.2189884186,2.80259895325,18.9064402983,0.748004975506
2025-08-12,19.8007640839,23.2069683075,3.40620422363,21.536515068,0.887682559381
2025-08-13,20.6144886017,22.5243148804,1.90982627869,21.7161925141,0.459479176986
2025-08-18,14.6093053818,15.1484670639,0.539161682129,14.9088067203,0.0980414921619
2025-08-19,12.3580884933,12.8804273605,0.522338867188,12.5179697964,0.0908630711774
2025-08-20,12.3379602432,13.1266765594,0.788716316223,12.6803581815,0.210945916415
2025-08-21,12.2021808624,12.8231134415,0.620932579041,12.5728513724,0.160995547748
