date,mean
2025-10-28,1.42
2025-10-29,1.44
2025-10-30,1.35
2025-10-31,0.81
2025-11-01,1.01
2025-11-02,1.46
2025-11-03,1.69
2025-11-04,2.32
2025-11-05,1.77
2025-11-06,1.19
2025-11-07,1.19
2025-11-08,1.24
2025-11-09,1.35
2025-11-10,0.93
2025-11-11,1.45
2025-11-12,1.44
2025-11-13,1.44
2025-11-14,0.89
2025-11-15,0.81
2025-11-16,0.81
2025-11-17,0.92
2025-11-18,1.2
2025-11-19,0.87
2025-11-20,1.03
2025-11-21,1.23
2025-11-22,1.15
2025-11-23,0.78
2025-11-24,0.84
2025-11-25,1.01
2025-11-26,0.94
2025-11-27,1.04
2025-11-28,0.85
2025-11-29,0.8
2025-11-30,0.99
2025-12-01,1.18
2025-12-02,1.18
2025-12-03,0.69
2025-12-04,0.9
