date,mean
2025-10-28,1.44
2025-10-29,1.34
2025-10-30,1.34
2025-10-31,0.83
2025-11-01,1.08
2025-11-02,1.43
2025-11-03,1.44
2025-11-04,2.4
2025-11-05,1.91
2025-11-06,1.27
2025-11-07,1.27
2025-11-08,1.15
2025-11-09,1.27
2025-11-10,0.97
2025-11-11,1.57
2025-11-12,1.61
2025-11-13,1.61
2025-11-14,0.99
2025-11-15,0.84
2025-11-16,0.84
2025-11-17,0.92
2025-11-18,1.1
2025-11-19,0.88
2025-11-20,1
2025-11-21,1.03
2025-11-22,0.92
2025-11-23,0.73
2025-11-24,0.86
2025-11-25,0.93
2025-11-26,0.86
2025-11-27,0.83
2025-11-28,0.78
2025-11-29,0.8
2025-11-30,0.94
2025-12-01,1.03
2025-12-02,1.03
2025-12-03,0.62
2025-12-04,0.84
2025-12-05,0.52
2025-12-06,0.78
2025-12-07,0.8
2025-12-08,1.03
2025-12-09,1.01
2025-12-10,0.65
2025-12-11,0.75
2025-12-12,0.54
2025-12-13,0.87
2025-12-14,0.9
2025-12-15,0.61
2025-12-16,0.93
2025-12-17,0.65
2025-12-18,0.86
2025-12-19,0.72
2025-12-20,0.63
2025-12-21,0.47
2025-12-22,0.58
2025-12-23,0.75
2025-12-24,0.75
2025-12-25,0.89
2025-12-26,0.67
2025-12-27,1.04
2025-12-28,0.91
2025-12-29,0.73
2025-12-30,0.65
2025-12-31,0.81
2026-01-01,0.96
2026-01-02,1.29
2026-01-03,0.91
2026-01-04,1.16
2026-01-05,1.16
2026-01-06,0.79
2026-01-07,0.7
2026-01-08,0.47
2026-01-09,0.82
2026-01-10,0.68
2026-01-11,0.6
2026-01-12,0.98
2026-01-13,0.84
2026-01-14,0.64
2026-01-15,0.59
2026-01-16,0.53
2026-01-17,0.6
2026-01-18,0.77
2026-01-19,0.64
2026-01-20,0.58
2026-01-21,0.88
