date,mean
2025-10-28,1.45
2025-10-29,1.09
2025-10-30,1.17
2025-10-31,0.87
2025-11-01,1.05
2025-11-02,1.09
2025-11-03,1.43
2025-11-04,2.04
2025-11-05,1.75
2025-11-06,1.38
2025-11-07,1.38
2025-11-08,1.12
2025-11-09,1.22
2025-11-10,0.89
2025-11-11,1.59
2025-11-12,1.38
2025-11-13,1.38
2025-11-14,0.81
2025-11-15,0.83
2025-11-16,0.83
2025-11-17,1.06
2025-11-18,1.05
2025-11-19,1.23
2025-11-20,1.3
2025-11-21,1.12
2025-11-22,0.9
2025-11-23,0.68
2025-11-24,0.96
2025-11-25,0.91
2025-11-26,0.91
2025-11-27,0.84
2025-11-28,0.73
