date,mean
2025-10-28,1.12
2025-10-29,1.43
2025-10-30,1.66
2025-10-31,1
2025-11-01,1.33
2025-11-02,1.62
2025-11-03,1.44
2025-11-04,1.64
2025-11-05,2.25
2025-11-06,1.61
2025-11-07,1.61
2025-11-08,1.48
2025-11-09,1.28
2025-11-10,1.34
2025-11-11,1.63
2025-11-12,1.3
2025-11-13,1.3
2025-11-14,1.27
2025-11-15,1.36
2025-11-16,1.36
2025-11-17,1.17
2025-11-18,1.48
2025-11-19,1.46
2025-11-20,1.71
2025-11-21,2.02
2025-11-22,1.47
2025-11-23,0.98
2025-11-24,0.89
2025-11-25,1.58
2025-11-26,1.43
2025-11-27,1.38
2025-11-28,1.03
2025-11-29,1.07
2025-11-30,1.57
2025-12-01,1.24
2025-12-02,1.24
2025-12-03,1.22
2025-12-04,1.14
2025-12-05,0.72
2025-12-06,1.02
2025-12-07,0.86
2025-12-08,1.12
2025-12-09,0.72
2025-12-10,1.05
2025-12-11,0.8
2025-12-12,0.47
2025-12-13,1.32
2025-12-14,1.43
2025-12-15,0.77
2025-12-16,1.57
2025-12-17,1.1
2025-12-18,0.91
2025-12-19,1.2
2025-12-20,0.85
2025-12-21,0.95
2025-12-22,0.88
2025-12-23,0.85
2025-12-24,0.82
2025-12-25,0.82
2025-12-26,0.84
2025-12-27,0.98
2025-12-28,1.11
2025-12-29,0.8
2025-12-30,0.64
2025-12-31,0.8
2026-01-01,0.81
2026-01-02,1.04
2026-01-03,0.67
