date,mean
2025-10-28,1.26
2025-10-29,1.24
2025-10-30,1.22
2025-10-31,0.93
2025-11-01,0.86
2025-11-02,0.98
2025-11-03,1.18
2025-11-04,1.97
2025-11-05,1.57
2025-11-06,1.33
2025-11-07,1.33
2025-11-08,1.01
2025-11-09,0.81
2025-11-10,0.8
2025-11-11,1.75
2025-11-12,1.71
2025-11-13,1.71
2025-11-14,1.14
2025-11-15,0.73
2025-11-16,0.73
2025-11-17,0.8
2025-11-18,0.8
2025-11-19,0.87
2025-11-20,0.99
2025-11-21,0.96
2025-11-22,0.58
2025-11-23,0.67
2025-11-24,1.26
2025-11-25,1.01
2025-11-26,0.68
2025-11-27,0.53
2025-11-28,0.47
2025-11-29,0.55
2025-11-30,0.86
2025-12-01,0.63
2025-12-02,0.63
2025-12-03,0.58
2025-12-04,1.08
2025-12-05,0.72
2025-12-06,0.92
2025-12-07,0.81
2025-12-08,0.92
2025-12-09,1.01
2025-12-10,0.51
2025-12-11,0.62
2025-12-12,0.53
2025-12-13,0.61
2025-12-14,0.43
2025-12-15,0.47
2025-12-16,0.69
2025-12-17,0.45
2025-12-18,0.71
2025-12-19,0.47
2025-12-20,0.62
2025-12-21,0.6
2025-12-22,0.54
2025-12-23,0.52
2025-12-24,0.55
2025-12-25,0.51
2025-12-26,0.46
2025-12-27,0.71
2025-12-28,0.82
2025-12-29,0.51
2025-12-30,0.4
2025-12-31,0.35
2026-01-01,0.36
2026-01-02,0.56
2026-01-03,0.58
2026-01-04,1.11
2026-01-05,0.77
2026-01-06,0.71
2026-01-07,0.66
2026-01-08,0.64
2026-01-09,1.13
2026-01-10,0.59
2026-01-11,0.64
2026-01-12,1.05
2026-01-13,0.85
2026-01-14,0.58
2026-01-15,0.65
2026-01-16,0.52
2026-01-17,0.5
2026-01-18,0.6
2026-01-19,0.61
2026-01-20,0.55
2026-01-21,1.14
2026-01-22,0.79
2026-01-23,0.72
2026-01-24,0.84
2026-01-25,1.26
2026-01-26,0.91
2026-01-27,1.01
