date,mean
2025-10-28,1.28
2025-10-29,1.26
2025-10-30,1.28
2025-10-31,0.8
2025-11-01,0.91
2025-11-02,1.51
2025-11-03,1.58
2025-11-04,2.39
2025-11-05,1.85
2025-11-06,1.03
2025-11-07,1.03
2025-11-08,1.08
2025-11-09,1.16
2025-11-10,0.78
2025-11-11,1.82
2025-11-12,1.82
2025-11-13,1.82
2025-11-14,1.05
2025-11-15,0.65
2025-11-16,0.65
2025-11-17,1
2025-11-18,1.41
2025-11-19,0.98
2025-11-20,1.21
2025-11-21,1.2
2025-11-22,0.85
2025-11-23,0.66
2025-11-24,0.78
2025-11-25,1.08
2025-11-26,1.04
2025-11-27,0.78
2025-11-28,0.81
2025-11-29,0.52
2025-11-30,1.17
2025-12-01,0.95
2025-12-02,0.95
2025-12-03,0.55
2025-12-04,0.86
2025-12-05,0.44
2025-12-06,0.55
2025-12-07,0.61
2025-12-08,0.83
2025-12-09,0.92
2025-12-10,0.64
2025-12-11,0.7
2025-12-12,0.55
2025-12-13,1.1
2025-12-14,0.74
2025-12-15,0.46
2025-12-16,0.68
2025-12-17,0.71
2025-12-18,0.84
2025-12-19,0.51
2025-12-20,0.57
2025-12-21,0.45
2025-12-22,0.52
2025-12-23,0.75
2025-12-24,0.94
2025-12-25,1.03
2025-12-26,0.66
2025-12-27,1.36
2025-12-28,1.1
2025-12-29,0.61
2025-12-30,0.55
2025-12-31,0.71
2026-01-01,0.58
2026-01-02,1.06
2026-01-03,0.87
2026-01-04,1.24
2026-01-05,1.48
2026-01-06,0.63
2026-01-07,0.49
2026-01-08,0.36
2026-01-09,0.89
2026-01-10,0.59
2026-01-11,0.52
2026-01-12,0.97
2026-01-13,0.71
2026-01-14,0.57
2026-01-15,0.56
2026-01-16,0.49
2026-01-17,0.49
2026-01-18,0.84
2026-01-19,0.66
2026-01-20,0.57
2026-01-21,0.64
2026-01-22,0.69
