date,mean
2025-10-28,1.77
2025-10-29,2.08
2025-10-30,1.75
2025-10-31,2.55
2025-11-01,1.56
2025-11-02,2.08
2025-11-03,2.3
2025-11-04,2.3
2025-11-05,2.46
2025-11-06,1.83
2025-11-07,1.83
2025-11-08,1.88
2025-11-09,1.47
2025-11-10,1.37
2025-11-11,2.03
2025-11-12,2.34
2025-11-13,2.34
2025-11-14,1.1
2025-11-15,0.97
2025-11-16,0.97
2025-11-17,1.25
2025-11-18,1.71
2025-11-19,1.11
2025-11-20,1.67
2025-11-21,1.81
2025-11-22,1.51
2025-11-23,1.3
2025-11-24,0.89
2025-11-25,1.88
2025-11-26,1.52
2025-11-27,1.43
2025-11-28,1.25
2025-11-29,0.87
2025-11-30,1.52
2025-12-01,1.41
2025-12-02,1.41
2025-12-03,1.39
2025-12-04,1.2
2025-12-05,0.75
2025-12-06,0.96
2025-12-07,1.02
2025-12-08,1.34
2025-12-09,0.98
2025-12-10,0.79
2025-12-11,0.79
2025-12-12,0.45
2025-12-13,1.31
2025-12-14,1.32
2025-12-15,0.7
2025-12-16,0.99
2025-12-17,1.26
2025-12-18,1.02
2025-12-19,0.76
2025-12-20,1
2025-12-21,0.93
2025-12-22,0.95
2025-12-23,0.92
2025-12-24,0.79
2025-12-25,0.94
2025-12-26,0.87
2025-12-27,0.83
2025-12-28,0.99
2025-12-29,0.79
2025-12-30,0.78
2025-12-31,0.72
2026-01-01,0.62
2026-01-02,1.62
2026-01-03,0.57
2026-01-04,1.17
2026-01-05,1.47
2026-01-06,1.59
2026-01-07,0.61
2026-01-08,0.57
2026-01-09,1.25
2026-01-10,0.96
2026-01-11,0.6
2026-01-12,0.93
2026-01-13,0.88
2026-01-14,0.86
2026-01-15,0.76
2026-01-16,0.7
2026-01-17,0.98
2026-01-18,1.11
2026-01-19,1.62
2026-01-20,1.06
2026-01-21,0.89
2026-01-22,1.01
2026-01-23,1.21
2026-01-24,1.15
