date,mean
2025-10-28,1.56
2025-10-29,1.66
2025-10-30,1.68
2025-10-31,2.03
2025-11-01,1.34
2025-11-02,1.68
2025-11-03,1.95
2025-11-04,1.82
2025-11-05,2.01
2025-11-06,1.56
2025-11-07,1.56
2025-11-08,1.44
2025-11-09,1.24
2025-11-10,1.21
2025-11-11,1.56
2025-11-12,1.5
2025-11-13,1.5
2025-11-14,0.98
2025-11-15,1
2025-11-16,1
2025-11-17,0.98
2025-11-18,1.44
2025-11-19,1.12
2025-11-20,1.43
2025-11-21,1.61
2025-11-22,1.31
2025-11-23,1.06
2025-11-24,0.85
2025-11-25,1.63
2025-11-26,1.33
2025-11-27,1.25
2025-11-28,1.01
2025-11-29,0.87
2025-11-30,1.37
2025-12-01,1.21
2025-12-02,1.21
2025-12-03,1.06
2025-12-04,1.04
2025-12-05,0.78
2025-12-06,0.95
2025-12-07,1
2025-12-08,1.11
2025-12-09,0.75
