date,mean
2025-10-28,1.43
2025-10-29,1.68
2025-10-30,1.42
2025-10-31,1.76
2025-11-01,1.14
2025-11-02,1.76
2025-11-03,1.8
2025-11-04,1.72
2025-11-05,1.56
2025-11-06,1.47
2025-11-07,1.47
2025-11-08,1.54
2025-11-09,1.24
2025-11-10,1.01
2025-11-11,1.45
2025-11-12,1.46
2025-11-13,1.46
2025-11-14,0.5
2025-11-15,0.52
2025-11-16,0.52
2025-11-17,0.73
2025-11-18,1.35
2025-11-19,0.9
2025-11-20,1.17
2025-11-21,1.31
2025-11-22,1.08
2025-11-23,1.08
2025-11-24,0.47
2025-11-25,1.28
2025-11-26,1.16
2025-11-27,1.01
2025-11-28,0.99
2025-11-29,0.69
2025-11-30,1.22
2025-12-01,0.98
2025-12-02,0.98
2025-12-03,0.85
2025-12-04,0.8
2025-12-05,0.51
2025-12-06,0.77
2025-12-07,0.8
2025-12-08,0.88
2025-12-09,0.69
2025-12-10,0.51
2025-12-11,0.62
2025-12-12,0.41
2025-12-13,0.97
2025-12-14,0.88
2025-12-15,0.45
2025-12-16,0.4
2025-12-17,0.75
2025-12-18,0.7
2025-12-19,0.4
2025-12-20,0.66
2025-12-21,0.67
2025-12-22,0.58
2025-12-23,0.46
2025-12-24,0.53
2025-12-25,0.72
2025-12-26,0.68
2025-12-27,0.62
2025-12-28,0.46
2025-12-29,0.6
2025-12-30,0.69
2025-12-31,0.56
2026-01-01,0.4
2026-01-02,0.99
2026-01-03,0.42
2026-01-04,0.65
2026-01-05,1.07
2026-01-06,1.14
2026-01-07,0.41
2026-01-08,0.4
2026-01-09,0.97
2026-01-10,0.72
2026-01-11,0.46
2026-01-12,0.55
2026-01-13,0.48
2026-01-14,0.53
2026-01-15,0.43
2026-01-16,0.46
2026-01-17,0.78
2026-01-18,0.85
2026-01-19,1.07
2026-01-20,0.7
2026-01-21,0.52
2026-01-22,0.48
2026-01-23,0.6
2026-01-24,0.79
2026-01-25,0.55
2026-01-26,0.48
2026-01-27,0.69
2026-01-28,1.45
2026-01-29,0.43
2026-01-30,0.99
