date,mean
2025-10-28,1.72
2025-10-29,1.92
2025-10-30,1.69
2025-10-31,2.59
2025-11-01,1.46
2025-11-02,1.92
2025-11-03,2.37
2025-11-04,2.17
2025-11-05,2.28
2025-11-06,1.74
2025-11-07,1.74
2025-11-08,1.7
2025-11-09,1.38
2025-11-10,1.27
2025-11-11,1.81
2025-11-12,2.02
2025-11-13,2.02
2025-11-14,0.97
2025-11-15,0.93
2025-11-16,0.93
2025-11-17,1.08
2025-11-18,1.66
2025-11-19,1.07
2025-11-20,1.78
2025-11-21,1.71
2025-11-22,1.45
2025-11-23,1.23
2025-11-24,0.81
2025-11-25,1.87
2025-11-26,1.61
2025-11-27,1.43
2025-11-28,1.18
2025-11-29,0.84
2025-11-30,1.46
2025-12-01,1.4
2025-12-02,1.4
2025-12-03,1.26
2025-12-04,1.13
2025-12-05,0.76
2025-12-06,0.96
2025-12-07,0.98
2025-12-08,1.25
2025-12-09,0.88
2025-12-10,0.77
