date,mean
2025-10-28,1.27
2025-10-29,1.38
2025-10-30,1.24
2025-10-31,0.75
2025-11-01,0.85
2025-11-02,1.7
2025-11-03,1.89
2025-11-04,1.74
2025-11-05,1.33
2025-11-06,1.35
2025-11-07,1.35
2025-11-08,1.46
2025-11-09,1.25
2025-11-10,0.66
2025-11-11,0.96
2025-11-12,1.29
2025-11-13,1.29
2025-11-14,0.58
2025-11-15,0.53
2025-11-16,0.53
2025-11-17,0.96
2025-11-18,1.48
2025-11-19,0.96
2025-11-20,1.28
2025-11-21,1.5
2025-11-22,1.08
2025-11-23,1.01
2025-11-24,0.62
2025-11-25,1.44
2025-11-26,1.25
2025-11-27,1.13
2025-11-28,0.98
2025-11-29,0.71
2025-11-30,1.46
2025-12-01,1
2025-12-02,1
2025-12-03,0.91
2025-12-04,1.23
2025-12-05,0.69
2025-12-06,0.83
2025-12-07,0.61
2025-12-08,0.57
2025-12-09,0.56
2025-12-10,0.54
2025-12-11,0.51
2025-12-12,0.42
2025-12-13,1.2
2025-12-14,1.09
