date,mean
2025-10-28,1.7
2025-10-29,1.68
2025-10-30,1.58
2025-10-31,1.21
2025-11-01,0.86
2025-11-02,2.09
2025-11-03,2.05
2025-11-04,2.49
2025-11-05,2.28
2025-11-06,2.03
2025-11-07,2.03
2025-11-08,1.71
2025-11-09,1.65
2025-11-10,1.19
2025-11-11,1.41
2025-11-12,1.22
2025-11-13,1.22
2025-11-14,1.51
2025-11-15,1.16
2025-11-16,1.16
2025-11-17,1.32
2025-11-18,1.59
2025-11-19,1.44
2025-11-20,1.65
2025-11-21,2.27
2025-11-22,2.11
2025-11-23,1.32
2025-11-24,1.11
2025-11-25,1.95
2025-11-26,1.8
2025-11-27,1.55
2025-11-28,1.22
2025-11-29,0.82
2025-11-30,1.76
2025-12-01,1.26
2025-12-02,1.26
2025-12-03,1.29
2025-12-04,0.99
2025-12-05,0.57
2025-12-06,0.72
2025-12-07,0.88
2025-12-08,0.94
2025-12-09,0.58
2025-12-10,0.66
2025-12-11,0.81
2025-12-12,0.4
2025-12-13,1.51
2025-12-14,1.53
2025-12-15,0.85
2025-12-16,1.26
2025-12-17,1.05
2025-12-18,0.74
2025-12-19,1.19
2025-12-20,1.16
2025-12-21,1.08
2025-12-22,0.99
2025-12-23,0.81
2025-12-24,0.95
2025-12-25,1.03
2025-12-26,0.99
2025-12-27,0.73
2025-12-28,1.3
2025-12-29,0.74
2025-12-30,0.91
2025-12-31,1.11
2026-01-01,0.56
2026-01-02,1.34
2026-01-03,0.53
2026-01-04,0.97
2026-01-05,1.87
2026-01-06,1.55
2026-01-07,0.95
2026-01-08,0.7
2026-01-09,1.02
2026-01-10,0.99
2026-01-11,0.66
2026-01-12,0.88
2026-01-13,0.92
2026-01-14,0.83
2026-01-15,0.93
2026-01-16,0.77
2026-01-17,1.16
2026-01-18,1.11
2026-01-19,1.28
2026-01-20,1
2026-01-21,1.01
2026-01-22,1.06
2026-01-23,1.92
2026-01-24,1.34
2026-01-25,0.97
2026-01-26,0.69
2026-01-27,1.82
2026-01-28,0.84
2026-01-29,0.4
2026-01-30,0.96
2026-01-31,1.4
2026-02-01,0.43
2026-02-02,1.66
2026-02-03,1.37
2026-02-04,0.38
2026-02-05,1.44
2026-02-06,1.55
