date,mean
2025-10-28,1.68
2025-10-29,2.06
2025-10-30,1.78
2025-10-31,2.35
2025-11-01,1.6
2025-11-02,2.27
2025-11-03,2.22
2025-11-04,2.41
2025-11-05,3.04
2025-11-06,1.86
2025-11-07,1.86
2025-11-08,2.07
2025-11-09,1.54
2025-11-10,1.41
2025-11-11,2.2
2025-11-12,2.47
2025-11-13,2.47
2025-11-14,1.34
2025-11-15,0.96
2025-11-16,0.96
2025-11-17,1.55
2025-11-18,1.67
2025-11-19,1.3
2025-11-20,1.68
2025-11-21,1.95
2025-11-22,1.7
2025-11-23,1.45
2025-11-24,1.08
2025-11-25,1.99
2025-11-26,1.55
2025-11-27,1.39
2025-11-28,1.28
