date,mean
2025-10-28,1.89
2025-10-29,2.03
2025-10-30,1.78
2025-10-31,2.16
2025-11-01,1.45
2025-11-02,2.35
2025-11-03,2.13
2025-11-04,2.41
2025-11-05,2.66
2025-11-06,1.87
2025-11-07,1.87
2025-11-08,2.1
2025-11-09,1.65
2025-11-10,1.32
2025-11-11,2
2025-11-12,2.17
2025-11-13,2.17
2025-11-14,1.33
2025-11-15,0.82
2025-11-16,0.82
2025-11-17,1.67
2025-11-18,1.67
2025-11-19,1.39
2025-11-20,1.67
2025-11-21,1.89
2025-11-22,1.71
2025-11-23,1.39
2025-11-24,1.13
2025-11-25,2.1
2025-11-26,1.44
2025-11-27,1.42
2025-11-28,1.3
2025-11-29,0.91
2025-11-30,1.59
2025-12-01,1.25
2025-12-02,1.25
2025-12-03,1.42
2025-12-04,1.1
2025-12-05,0.87
2025-12-06,0.92
2025-12-07,1.06
2025-12-08,1.37
2025-12-09,1.36
2025-12-10,0.72
2025-12-11,0.78
2025-12-12,0.47
2025-12-13,1.56
2025-12-14,1.23
2025-12-15,0.81
2025-12-16,1.31
2025-12-17,1.16
2025-12-18,1.05
2025-12-19,0.85
2025-12-20,1.09
2025-12-21,0.91
2025-12-22,1.07
2025-12-23,1.01
2025-12-24,0.94
2025-12-25,1
2025-12-26,0.94
2025-12-27,0.56
2025-12-28,1.08
2025-12-29,0.91
2025-12-30,0.76
2025-12-31,0.95
2026-01-01,0.8
2026-01-02,1.63
2026-01-03,0.61
2026-01-04,1.22
2026-01-05,1.56
2026-01-06,1.63
2026-01-07,0.77
2026-01-08,0.8
2026-01-09,1.26
2026-01-10,1.04
