date,mean
2025-10-28,1.76
2025-10-29,2.03
2025-10-30,1.74
2025-10-31,2.37
2025-11-01,1.55
2025-11-02,2.17
2025-11-03,2.19
2025-11-04,2.22
2025-11-05,2.57
2025-11-06,1.85
2025-11-07,1.85
2025-11-08,1.96
2025-11-09,1.49
2025-11-10,1.39
2025-11-11,2.01
2025-11-12,2.3
2025-11-13,2.3
2025-11-14,1.11
2025-11-15,0.92
2025-11-16,0.92
2025-11-17,1.34
2025-11-18,1.72
2025-11-19,1.19
2025-11-20,1.64
2025-11-21,1.8
2025-11-22,1.52
2025-11-23,1.35
2025-11-24,0.9
2025-11-25,1.85
2025-11-26,1.49
2025-11-27,1.4
2025-11-28,1.27
2025-11-29,0.89
2025-11-30,1.5
2025-12-01,1.3
2025-12-02,1.3
2025-12-03,1.38
2025-12-04,1.2
2025-12-05,0.84
2025-12-06,0.94
2025-12-07,1.02
2025-12-08,1.31
2025-12-09,0.99
2025-12-10,0.78
2025-12-11,0.79
2025-12-12,0.49
2025-12-13,1.36
2025-12-14,1.26
2025-12-15,0.7
