date,minimum,maximum,range,mean,std
2025-05-05,10.6186513901,12.1964082718,1.57775688171,11.7897621528,0.448680557214
2025-05-06,8.42236328125,10.6564149857,2.23405170441,10.0315024297,0.60738311832
2025-05-07,11.5715408325,13.4891319275,1.91759109497,12.9481106521,0.556177107723
2025-05-08,9.54287719727,11.1429643631,1.60008716583,10.6887031283,0.432234799394
2025-05-09,9.82444381714,12.5461769104,2.72173309326,11.663938888,0.724425369303
2025-05-10,7.48073673248,9.78073120117,2.29999446869,9.13227790101,0.643235182766
2025-05-11,6.22890043259,8.53243160248,2.30353116989,7.89749104278,0.640765676346
2025-05-12,7.88630771637,9.93414211273,2.04783439636,9.39616318036,0.583969095945
2025-05-13,8.54352092743,10.6622362137,2.11871528625,10.0052278347,0.565159401484
2025-05-14,6.10326480865,8.10449886322,2.00123405457,7.45165881537,0.512683584185
2025-05-15,6.46910142899,8.21911048889,1.75000905991,7.74239971046,0.472612653418
2025-05-16,10.7306213379,11.6051445007,0.874523162842,11.1646735256,0.174180663288
2025-05-17,11.1789731979,12.9364080429,1.75743484497,12.4441613936,0.471991807928
2025-05-18,12.7379903793,14.5791244507,1.84113407135,14.0289523189,0.515812276642
2025-05-19,9.93277263641,12.1605033875,2.22773075104,11.44607298,0.600012123974
2025-05-20,10.3880681992,12.1773843765,1.78931617737,11.6889361618,0.508083621031
2025-05-22,12.0229549408,13.7720146179,1.74905967712,13.1900080702,0.47741774076
2025-05-23,11.9915885925,12.3832321167,0.39164352417,12.1950887451,0.0982579535413
2025-05-24,11.6988401413,12.896572113,1.19773197174,12.5795018691,0.341113597439
2025-05-25,10.4316864014,12.28079319,1.84910678864,11.7322785299,0.500340216019
2025-05-26,9.93873977661,10.9294548035,0.990715026855,10.646096796,0.251933133037
2025-05-27,11.5032930374,11.6872558594,0.18396282196,11.5990803511,0.0390108226929
2025-05-28,12.238401413,12.6687259674,0.430324554443,12.4099806162,0.100185217107
2025-05-29,13.6095104218,14.2359790802,0.626468658447,13.8380802341,0.187178822593
2025-05-30,14.8747377396,15.8838167191,1.00907897949,15.2719571823,0.254628273925
2025-05-31,13.811498642,14.3506736755,0.539175033569,14.1315232399,0.117611978613
2025-06-01,13.5322589874,14.4648542404,0.932595252991,14.0870133522,0.22859107677
2025-06-02,12.7005462646,14.0328626633,1.33231639862,13.394047185,0.331271888907
2025-06-03,11.5631980896,12.8589925766,1.295794487,12.3604205067,0.327665654638
2025-06-04,12.0991268158,15.1175537109,3.01842689514,13.9918709805,0.789686510741
2025-06-05,11.1755580902,13.0272655487,1.8517074585,12.5425028335,0.529802772683
2025-06-06,13.9516830444,16.3602237701,2.40854072571,15.5655303181,0.655245236437
2025-06-07,11.5656099319,13.9565677643,2.39095783234,13.1571090168,0.638690141684
2025-06-08,10.9975261688,12.2967767715,1.29925060272,11.9641786518,0.365134163933
2025-06-09,15.3412094116,15.9466657639,0.605456352234,15.625737348,0.113373147259
2025-06-10,16.1061611176,16.2849025726,0.178741455078,16.1808051203,0.035110357522
2025-06-11,14.4587125778,16.3643779755,1.90566539764,15.7370253326,0.511326614959
2025-06-12,14.6742734909,16.6861495972,2.01187610626,16.1105871487,0.570279629884
2025-06-13,12.7886981964,15.2518606186,2.46316242218,14.4130285449,0.655372938918
2025-06-14,11.4773073196,13.2877664566,1.81045913696,12.7795962857,0.509938477192
2025-06-15,10.2064237595,11.5917043686,1.38528060913,11.2102910307,0.384194127506
2025-06-16,17.2041912079,17.4178295135,0.213638305664,17.3159139246,0.0378103433368
2025-06-17,18.1381664276,19.5152454376,1.37707901001,18.9086449128,0.295408326804
2025-06-18,17.3865451813,17.9681720734,0.58162689209,17.6953448819,0.131052302696
2025-06-19,16.5583114624,16.9868144989,0.428503036499,16.8291712309,0.100134887131
2025-06-20,14.4569721222,16.6482448578,2.1912727356,15.8689555692,0.569722340994
2025-06-21,12.3277854919,14.0758638382,1.74807834625,13.5355743537,0.47264197296
2025-06-22,13.1106863022,14.6736755371,1.56298923492,14.1799366385,0.418478434415
2025-06-23,15.5336065292,16.3651561737,0.83154964447,16.0014441067,0.202305746571
2025-06-24,16.1832008362,17.6849689484,1.50176811218,17.2307779126,0.418542102743
2025-06-25,15.6561861038,17.5556221008,1.89943599701,16.8836104529,0.504091008264
2025-06-26,15.1199045181,17.8463764191,2.72647190094,16.9029438047,0.73606404098
2025-06-27,14.8009910583,16.1769618988,1.37597084045,15.7170233691,0.361862499315
2025-06-28,16.5846500397,17.2458591461,0.661209106445,16.9478960539,0.111754085311
2025-06-29,16.3494873047,18.0439815521,1.69449424744,16.8208491964,0.495655372073
2025-06-30,18.0830688477,19.0762367249,0.993167877197,18.6220522716,0.201163777213
2025-07-01,16.7899990082,17.2616977692,0.471698760986,17.0894998679,0.0962108976838
2025-07-02,15.394575119,16.361000061,0.966424942017,15.9445276189,0.238348998922
2025-07-03,17.6613922119,18.7406330109,1.07924079895,18.2774322624,0.209271196248
2025-07-04,19.5078449249,20.7721767426,1.26433181763,20.0502293092,0.279828485297
2025-07-05,19.0343399048,19.8341255188,0.799785614014,19.4246536484,0.142947140083
2025-07-06,16.5760593414,17.6145267487,1.03846740723,17.0762631409,0.19033733921
2025-07-07,15.4199180603,16.0486621857,0.628744125366,15.6959757984,0.128756949959
2025-07-08,19.5214157104,21.5266952515,2.00527954102,20.6666064442,0.532195648536
2025-07-09,16.0552425385,16.7736587524,0.718416213989,16.4902172519,0.175951066115
2025-07-10,14.6635761261,15.9738140106,1.31023788452,15.5385933855,0.348101661033
2025-07-11,15.6830825806,17.9237823486,2.24069976807,17.0164403629,0.573822097947
2025-07-12,14.0440292358,16.0569572449,2.01292800903,15.3575903599,0.534034296081
2025-07-13,13.8312911987,15.9837999344,2.15250873566,15.3687210298,0.61084109708
2025-07-14,13.9063606262,15.5691747665,1.66281414032,15.0100625045,0.443625604252
2025-07-15,14.7153701782,15.2366228104,0.521252632141,15.0548638365,0.124416135565
2025-07-16,15.8495607376,17.3482646942,1.4987039566,16.7459281047,0.381686072221
2025-07-17,15.2662687302,15.9280166626,0.661747932434,15.7500713893,0.187273332242
2025-07-18,14.7302770615,16.6414604187,1.91118335724,15.8937080426,0.499550717357
2025-07-19,14.4543485641,16.3632678986,1.90891933441,15.7054083401,0.515356988755
2025-07-20,13.0677528381,16.2174453735,3.1496925354,15.0785611016,0.819939850084
2025-07-21,11.4714126587,13.1969966888,1.72558403015,12.7515465873,0.500132764975
2025-07-22,11.8527383804,13.6099004745,1.75716209412,13.160586816,0.499291413542
2025-07-23,13.3058738708,15.6683015823,2.36242771149,14.9282609681,0.645325284964
2025-07-24,13.6467542648,14.9684333801,1.3216791153,14.4578517684,0.347084791998
2025-07-25,17.9187545776,19.8789863586,1.96023178101,19.2502118161,0.567292625823
2025-07-26,17.3041763306,17.6844043732,0.380228042603,17.5165866766,0.0925473771596
2025-07-27,16.0201835632,16.6480026245,0.627819061279,16.3137098183,0.119289928488
2025-07-28,15.4381170273,17.2251300812,1.78701305389,16.4279513036,0.447223181466
2025-07-29,19.4958648682,21.5656337738,2.06976890564,20.8760578184,0.585009062194
2025-07-30,20.8081970215,21.7980003357,0.989803314209,21.2333540952,0.213393315422
2025-07-31,19.4037361145,19.9315814972,0.52784538269,19.5355606796,0.136098201307
2025-08-01,16.9979705811,18.3063907623,1.30842018127,17.6575883421,0.266094871294
2025-08-03,17.7102489471,18.5617084503,0.851459503174,17.9604870359,0.23457325003
2025-08-04,19.6403961182,20.5268211365,0.886425018311,20.1180459503,0.149500745482
2025-08-05,17.927154541,18.034368515,0.107213973999,17.9753567545,0.0189935185658
2025-08-06,17.0443191528,17.5576057434,0.513286590576,17.3241273694,0.0850468270596
2025-08-07,15.6586675644,16.6805686951,1.02190113068,16.3349894115,0.262749297466
2025-08-08,15.7468194962,16.4727611542,0.72594165802,16.168143423,0.174096778728
2025-08-09,16.592672348,16.8859233856,0.293251037598,16.7530899908,0.0624270168347
2025-08-10,17.1586303711,18.3901004791,1.23147010803,17.5290659854,0.342655305969
2025-08-11,16.972410202,17.459985733,0.487575531006,17.2560294445,0.105559315624
2025-08-12,17.6882286072,19.3737545013,1.68552589417,18.4576434229,0.377781528114
2025-08-13,16.6398563385,17.3577194214,0.717863082886,17.0025556034,0.158860535924
