date,mean
2025-10-28,1.07
2025-10-29,1.03
2025-10-30,1.04
2025-10-31,0.81
2025-11-01,1.04
2025-11-02,0.98
2025-11-03,1.23
2025-11-04,1.51
2025-11-05,1.46
2025-11-06,1.17
2025-11-07,1.17
2025-11-08,1
2025-11-09,1.01
2025-11-10,0.82
2025-11-11,1.43
2025-11-12,1.34
2025-11-13,1.34
2025-11-14,0.73
2025-11-15,0.73
2025-11-16,0.73
2025-11-17,0.94
2025-11-18,0.89
2025-11-19,0.98
2025-11-20,1.03
2025-11-21,0.89
2025-11-22,0.68
2025-11-23,0.57
2025-11-24,0.89
2025-11-25,0.75
2025-11-26,0.73
2025-11-27,0.67
2025-11-28,0.59
2025-11-29,0.56
2025-11-30,0.91
2025-12-01,0.86
2025-12-02,0.86
2025-12-03,0.51
2025-12-04,0.77
2025-12-05,0.55
2025-12-06,0.57
2025-12-07,0.79
2025-12-08,0.93
