date,mean
2025-10-28,1.03
2025-10-29,1.11
2025-10-30,1.16
2025-10-31,0.89
2025-11-01,1.17
2025-11-02,0.97
2025-11-03,1.28
2025-11-04,1.54
2025-11-05,1.58
2025-11-06,1.22
2025-11-07,1.22
2025-11-08,1.03
2025-11-09,1.02
2025-11-10,0.85
2025-11-11,1.52
2025-11-12,1.36
2025-11-13,1.36
2025-11-14,0.78
2025-11-15,0.83
2025-11-16,0.83
2025-11-17,0.99
2025-11-18,0.94
2025-11-19,0.92
2025-11-20,1.04
2025-11-21,0.81
2025-11-22,0.62
2025-11-23,0.55
2025-11-24,0.96
2025-11-25,0.74
2025-11-26,0.74
2025-11-27,0.69
2025-11-28,0.66
2025-11-29,0.56
