date,mean
2025-10-28,1.48
2025-10-29,1.45
2025-10-30,1.58
2025-10-31,1.16
2025-11-01,1.05
2025-11-02,1.44
2025-11-03,1.63
2025-11-04,2.13
2025-11-05,1.97
2025-11-06,1.32
2025-11-07,1.32
2025-11-08,1.25
2025-11-09,1.26
2025-11-10,1.06
2025-11-11,1.86
2025-11-12,1.43
2025-11-13,1.43
2025-11-14,1.15
2025-11-15,1.09
2025-11-16,1.09
2025-11-17,0.93
2025-11-18,1.09
2025-11-19,0.97
2025-11-20,1.15
2025-11-21,1.17
2025-11-22,1
2025-11-23,0.87
2025-11-24,0.94
2025-11-25,1.2
2025-11-26,0.95
2025-11-27,0.92
2025-11-28,0.83
2025-11-29,0.87
2025-11-30,1.22
2025-12-01,1.12
2025-12-02,1.12
2025-12-03,0.79
2025-12-04,0.96
2025-12-05,0.64
2025-12-06,1.03
2025-12-07,1.08
2025-12-08,1.18
2025-12-09,0.89
2025-12-10,0.74
2025-12-11,0.82
2025-12-12,0.57
2025-12-13,0.93
2025-12-14,1.07
2025-12-15,0.62
2025-12-16,1.27
2025-12-17,0.66
2025-12-18,0.97
2025-12-19,0.97
2025-12-20,0.65
2025-12-21,0.59
2025-12-22,0.65
2025-12-23,0.71
2025-12-24,0.69
2025-12-25,0.69
2025-12-26,0.69
2025-12-27,1.17
2025-12-28,0.96
2025-12-29,0.8
2025-12-30,0.8
2025-12-31,0.89
2026-01-01,1.17
2026-01-02,1.22
2026-01-03,0.84
2026-01-04,0.85
2026-01-05,1.31
2026-01-06,1.07
2026-01-07,0.89
2026-01-08,0.59
2026-01-09,0.96
