date,mean
2025-10-28,1.27
2025-10-29,1.52
2025-10-30,1.39
2025-10-31,1.14
2025-11-01,1.08
2025-11-02,1.38
2025-11-03,1.32
2025-11-04,1.78
2025-11-05,1.69
2025-11-06,1.27
2025-11-07,1.27
2025-11-08,1.18
2025-11-09,1.06
2025-11-10,1
2025-11-11,1.81
2025-11-12,1.36
2025-11-13,1.36
2025-11-14,1.07
2025-11-15,1.13
2025-11-16,1.13
2025-11-17,0.86
2025-11-18,1.03
2025-11-19,1.02
2025-11-20,1.17
2025-11-21,1.12
2025-11-22,0.86
2025-11-23,0.77
2025-11-24,1.05
2025-11-25,1.14
2025-11-26,0.85
2025-11-27,0.82
2025-11-28,0.8
2025-11-29,0.82
2025-11-30,1.19
2025-12-01,0.87
2025-12-02,0.87
2025-12-03,0.77
2025-12-04,0.9
2025-12-05,0.76
2025-12-06,0.81
2025-12-07,0.89
2025-12-08,1.12
2025-12-09,0.86
2025-12-10,0.77
2025-12-11,0.79
2025-12-12,0.59
2025-12-13,1.14
2025-12-14,1.08
2025-12-15,0.58
2025-12-16,1.27
2025-12-17,0.64
2025-12-18,0.85
2025-12-19,0.98
2025-12-20,0.59
2025-12-21,0.65
2025-12-22,0.59
2025-12-23,0.7
2025-12-24,0.63
2025-12-25,0.57
2025-12-26,0.58
2025-12-27,1.08
2025-12-28,1.02
2025-12-29,0.75
2025-12-30,0.71
2025-12-31,0.8
2026-01-01,0.95
2026-01-02,1.11
2026-01-03,0.81
2026-01-04,1.02
2026-01-05,1.15
2026-01-06,1.07
2026-01-07,0.84
2026-01-08,0.58
2026-01-09,0.98
2026-01-10,0.64
2026-01-11,0.69
2026-01-12,1.11
2026-01-13,0.93
2026-01-14,0.71
2026-01-15,0.73
2026-01-16,0.67
2026-01-17,0.69
2026-01-18,0.86
2026-01-19,0.77
2026-01-20,0.69
2026-01-21,1.22
2026-01-22,1.18
2026-01-23,1.27
2026-01-24,1.2
2026-01-25,0.93
2026-01-26,1.13
2026-01-27,1.49
2026-01-28,1.53
