date,mean
2025-10-28,1.46
2025-10-29,1.25
2025-10-30,1.3
2025-10-31,0.79
2025-11-01,0.77
2025-11-02,1.33
2025-11-03,1.75
2025-11-04,2.26
2025-11-05,1.4
2025-11-06,1.11
2025-11-07,1.11
2025-11-08,1.25
2025-11-09,1.16
2025-11-10,0.8
2025-11-11,1.35
2025-11-12,1.62
2025-11-13,1.62
2025-11-14,0.87
2025-11-15,0.63
2025-11-16,0.63
2025-11-17,0.88
2025-11-18,1.03
2025-11-19,0.9
2025-11-20,1.05
2025-11-21,1.2
2025-11-22,0.89
2025-11-23,0.7
2025-11-24,0.95
2025-11-25,1.08
2025-11-26,0.84
2025-11-27,0.86
2025-11-28,0.77
2025-11-29,0.63
2025-11-30,1.02
2025-12-01,0.98
2025-12-02,0.98
2025-12-03,0.65
2025-12-04,1.11
2025-12-05,0.58
2025-12-06,0.75
2025-12-07,0.69
2025-12-08,0.76
2025-12-09,0.78
2025-12-10,0.57
2025-12-11,0.61
2025-12-12,0.44
2025-12-13,0.55
2025-12-14,0.42
2025-12-15,0.43
2025-12-16,0.61
2025-12-17,0.57
2025-12-18,0.79
2025-12-19,0.42
2025-12-20,0.68
2025-12-21,0.52
2025-12-22,0.54
2025-12-23,0.56
2025-12-24,0.71
2025-12-25,0.75
2025-12-26,0.56
2025-12-27,0.77
2025-12-28,0.79
2025-12-29,0.57
2025-12-30,0.55
2025-12-31,0.54
2026-01-01,0.42
2026-01-02,0.46
2026-01-03,0.49
2026-01-04,0.81
2026-01-05,1.02
2026-01-06,0.87
2026-01-07,0.74
2026-01-08,0.56
2026-01-09,1.11
2026-01-10,0.72
2026-01-11,0.59
2026-01-12,0.72
2026-01-13,0.6
2026-01-14,0.52
2026-01-15,0.52
2026-01-16,0.47
2026-01-17,0.55
2026-01-18,0.6
2026-01-19,0.8
2026-01-20,0.78
2026-01-21,0.83
2026-01-22,0.75
2026-01-23,0.67
2026-01-24,0.63
2026-01-25,1.5
2026-01-26,0.78
2026-01-27,0.93
2026-01-28,0.9
2026-01-29,1.11
2026-01-30,1.23
2026-01-31,1.05
2026-02-01,0.64
2026-02-02,0.77
2026-02-03,0.6
2026-02-04,0.77
2026-02-05,0.83
2026-02-06,0.8
2026-02-07,0.82
