date,mean
2025-10-28,1.55
2025-10-29,1.37
2025-10-30,1.35
2025-10-31,0.92
2025-11-01,0.72
2025-11-02,1.26
2025-11-03,1.75
2025-11-04,2.5
2025-11-05,1.57
2025-11-06,1.23
2025-11-07,1.23
2025-11-08,1.24
2025-11-09,1.1
2025-11-10,0.85
2025-11-11,1.63
2025-11-12,1.88
2025-11-13,1.88
2025-11-14,1
2025-11-15,0.66
2025-11-16,0.66
2025-11-17,0.91
2025-11-18,1.04
2025-11-19,0.86
2025-11-20,1.01
2025-11-21,1.09
2025-11-22,0.78
2025-11-23,0.69
2025-11-24,1.14
2025-11-25,1.08
2025-11-26,0.75
2025-11-27,0.75
2025-11-28,0.67
2025-11-29,0.71
2025-11-30,1.03
2025-12-01,0.99
2025-12-02,0.99
2025-12-03,0.64
2025-12-04,1.26
